line_number,lyric_line
2523,And I'm feelin' it right now
2524,'Cause it's the time when my heart got shot down
2525,"Blocka, blocka, blocka-blocka, blocka"
2526,"Pour a little champagne, cranberry vodka"
2527,Feelin' lied to like parents never said you adopted
2528,"Your feelings like Zulu, then nothing is a Shaka"
2529,"I hit her with Jamaican dick, I'm the new Shabba"
2530,"She lookin' for her daddy, call me Big Poppa"
2531,On to the next saga
2532,Focus on the future and let the crew knock her
2533,"Star Wars fur, yeah, I'm rockin' Chewbacca"
2534,"The one Chief Rocka, number-one Chief Rocka"
2535,All dem a gwaan dem a dem a dem a gwaan
2536,"Dem a gwaan gwaan gwaan, sof-sof-softer sof-softer"
2537,All dem a gwaan dem a dem a dem a gwaan
2538,"Dem a gwaan gwaan gwaan, softer than clay"
2539,None ah dem have the guts to rise it and spray
2540,None ah dem have the guts to bust the SK
2541,"Ohh, ohh, ohh"
2542,If you love me so much then why'd you let me go?
2543,"Let me go, let me go, let me go, let me go, hmm"
2544,If you love me so much then why'd you let me go?
2545,"Let me go, let me go, hmm"
2546,All dem a gwaan dem a dem a dem a gwaan
2547,"Dem a gwaan gwaan gwaan, sof-sof-softer sof-softer"
2548,All dem a gwaan dem a dem a dem a gwaan
2549,"Dem a gwaan gwaan gwaan, softer than clay"
2550,None ah dem have the guts to rise it and spray
2551,None ah dem have the guts to bust the SK
2552,Relivin' the past?
2553,Your loss!
2554,"Rockstar, bitch, call me Elvis"
2555,"M.O.B, she call me selfish"
2556,Success got 'em jealous
2557,"Shorty's killin', while I'm drillin'"
2558,"Tattoos, how they break the news"
2559,It was real if you made the news
2560,"Last night, my bitches came in twos"
2561,And they both sucked like they came to lose
2562,Dropped out the first day of school
2563,'Cause niggas got cocaine to move
2564,"I be goin' hard, I got a name to prove"
2565,"Killin' 'em, honey how I make the pain improve"
2566,"We can send this bitch up, it can go down"
2567,This the cray-ist shit in the club
2568,"Since ""In Da Club"""
2569,It's so packed I might ride around
2570,On my bodyguard's back like Prince in the club
2571,"She say ""Can you get my friends in the club?"""
2572,"I say ""Can you get my Benz in the club?"""
2573,"If not, treat your friends like my Benz"
2574,Park they ass outside 'til the evenin' end
2575,"When I go raw, I like to leave it in"
2576,"When I wake up, I like to go again"
2577,"When I go to work, she gotta call it in"
2578,"She can't go to work, same clothes again"
2579,And her heart colder than the souls of men
2580,Louboutin on the toes again
2581,Tight dress dancin' close to him
2582,Yeezus just rose again
2583,"We can send this bitch up, it can go down"
2584,Memories don't live like people do
2585,They always 'member you
2586,Whether things are good or bad
2587,It's just the memories that you have
2588,Memories don't live like people do
2589,They always 'member you
2590,Whether things are good or bad
2591,It's just the memories that you have
2592,B-B-B-B-Bound to fall in love
2593,Bound to fall in love
2594,"Uh-huh, honey"
2595,"All them other niggas lame, and you know it now"
2596,"When a real nigga hold you down, you s'posed to drown"
2597,Bound to fall in love (Bound)
2598,B-B-B-B-Bound to fall in love (Bound)
2599,"Uh-huh, honey"
2600,What you doin' in the club on a Thursday?
2601,She say she only here for her girl birthday
2602,They ordered champagne but still look thirsty
2603,Rock Forever 21 but just turned thirty
2604,I know I got a bad reputation
2605,Walking-round-always-mad reputation
2606,Leave-a-pretty-girl-sad reputation
2607,"Start a Fight Club, Brad reputation"
2608,I turnt the nightclub out of the basement
2609,"I'll turn the plane around, your ass keep complainin'"
2610,How you gon' be mad on vacation?
2611,Dutty wining 'round all these Jamaicans
2612,"Uh, this that prom shit"
2613,This that what-we-do-don't-tell-your-mom shit
2614,This that red-cup-all-on-the-lawn shit
2615,"Got a fresh cut, straight out the salon, bitch"
2616,"I know you're tired of lovin', of lovin'"
2617,"With nobody to love, nobody, nobody (Uh-huh, honey)"
2618,Close your eyes and let the word paint a thousand pictures
2619,One good girl is worth a thousand bitches
2620,Bound (Bound to fall in love)
2621,"Uh-huh, honey"
2622,I wanna fuck you hard on the sink
2623,"After that, give you somethin' to drink"
2624,"Step back, can't get spunk on the mink"
2625,"I mean damn, what would Jeromey Romey Romey Rome think?"
2626,"Hey, you remember where we first met?"
2627,"Okay, I don't remember where we first met"
2628,"But hey, admittin' is the first step"
2629,"And hey, you know ain't nobody perfect"
2630,"And I know, with the hoes I got the worst rep"
2631,"But hey, their backstroke I'm tryna perfect"
2632,"And hey, ayo, we made it: Thanksgivin'"
2633,"So hey, maybe we can make it to Christmas"
2634,She asked me what I wished for on my wishlist
2635,Have you ever asked your bitch for other bitches?
2636,Maybe we could still make it to the church steps
2637,"But first, you gon' remember how to forget"
2638,After all these long-ass verses
2639,"I'm tired, you tired, Jesus wept"
2640,"I know you're tired of lovin', of lovin'"
2641,"With nobody to love, nobody, nobody"
2642,"So just grab somebody, no leavin' this party"
2643,"With nobody to love, nobody, nobody"
2644,"Uh-huh, honey"
2645,"Jerome's in the house, watch your mouth"
2646,Bound to fall in love
2647,Bound
2648,Bound to fall in love
2649,Bound
2650,"Uh-huh, honey"
2651,You might think you've peeped the scene
2652,You haven't; the real one's far too mean
2653,"The watered down one, the one you know"
2654,Was made up centuries ago
2655,They made it sound all wack and corny
2656,"Yes, it's awful—blasted-boring"
2657,"Twisted fictions, sick addiction"
2658,"Well, gather 'round, children; zip it; listen"
2659,Can we get much higher? So high
2660,"Oh, oh, oh"
2661,"Oh, oh, oh, oh"
2662,Can we get much higher? So high
2663,"Oh, oh, oh"
2664,"Oh, oh, oh, oh"
2665,Can we get much higher? So high
2666,"Oh, oh, oh"
2667,"Oh, oh, oh, oh"
2668,Can we get much higher? So high
2669,"Oh, oh, oh"
2670,"Oh, oh, oh, oh"
2671,"Yeah, yeah, yeah, yeah"
2672,I fantasized 'bout this back in Chicago
2673,"Mercy, mercy me, that Murcielago"
2674,"That's me, the first year that I blow"
2675,How you say broke in Spanish? Me no hablo
2676,Me drown sorrow in that Diablo
2677,Me found bravery in my bravado
2678,DJs need to listen to the models
2679,"""You ain't got no fuckin' Yeezy in your Serato?"""
2680,"You ain't got no Yeezy, nigga?"
2681,"Stupid, but what the hell do I know?"
2682,I'm just a Chi-town nigga with a Nas flow
2683,And my chick in that new Phoebe Philo
2684,"So much head, I woke up to Sleepy Hollow"
2685,Can we get much higher?
2686,"Oh, oh, oh"
2687,"Oh, oh, oh, oh"
2688,Look like a fat booty Celine Dion
2689,"Sex is on fire, I'm the King of Leon-a Lewis"
2690,"Beyond the truest, hey, teacher, teacher"
2691,Tell me how do you respond to students?
2692,And refresh the page and restart the memory?
2693,Re-spark the soul and rebuild the energy?
2694,"We stopped the ignorance, we killed the enemies"
2695,Sorry for the night demons that still visit me
2696,The plan was to drink until the pain over
2697,"But what's worse, the pain or the hangover?"
2698,"Fresh air, rollin' down the window"
2699,"Too many Urkels on your team, that's why your wins low"
2700,"Don't make me pull the toys out, huh"
2701,Don't make me pull the toys
2702,"And fire up the engines, huh"
2703,And then they make noise
2704,Can we get much higher? So high
2705,"Oh, oh, oh"
2706,"Oh, oh, oh, oh"
2707,"At the mall, there was a seance"
2708,"Just kids, no parents"
2709,Then the sky filled with herons
2710,(Saw the devil) in a Chrysler LeBaron
2711,"And the hell, it wouldn't spare us"
2712,And the fires did declare us
2713,"But after that, took pills, kissed an heiress"
2714,And woke up back in Paris
2715,Can we get much higher? So high
2716,"Oh, oh, oh"
2717,"Oh, oh, oh, oh"
2718,Can we get much higher? So high
2719,"Oh, oh, oh"
2720,"Oh, oh, oh, oh"
2721,Can we get much higher? So high
2722,"Oh, oh, oh"
2723,"Oh, oh, oh, oh"
2724,Can we get much higher? So high
2725,"Oh, oh, oh"
2726,"Oh, oh, oh, oh"
2727,Can we get much higher? So high
2728,"Oh, oh, oh"
2729,"Oh, oh, oh, oh"
2730,"Ain't no question if I want it, I need it"
2731,I can feel it slowly drifting away from me
2732,"I'm on the edge, so why you playing? I'm saying"
2733,"I will never ever let you live this down, down, down"
2734,"Not for nothing I've foreseen it, I dream it"
2735,I can feel it slowly drifting away from me
2736,"No more chances if you blow this, you bogus"
2737,"I will never ever let you live this down, down, down"
2738,"Penitentiary chances, the devil dances"
2739,And eventually answers to the call of Autumn
2740,All of them fallin' for the love of ballin'
2741,"Got caught with 30 rocks, the cop look like Alec Baldwin"
2742,Inter-century anthems based off inner-city tantrums
2743,Based off the way we was branded
2744,Face it; Jerome get more time than Brandon
2745,And at the airport they check all through my bag
2746,And tell me that it’s random
2747,"But we stay winning, this week has been a bad massage"
2748,I need a happy ending and a new beginning
2749,"And a new fitted, and some job opportunities that's lucrative"
2750,"This the real world, homie, school finished"
2751,"They done stole your dreams, you dunno who did it"
2752,I treat the cash the way the government treats AIDS
2753,"I won't be satisfied til all my niggas get it, get it?"
2754,"Ain't no question if I want it, I need it"
2755,I can feel it slowly drifting away from me
2756,"I'm on the edge, so why you playing? I'm saying"
2757,"I will never ever let you live this down, down, down"
2758,Is hip-hop just a euphemism for a new religion?
2759,The soul music of the slaves that the youth is missing
2760,But this is more than just my road to redemption
2761,Malcolm West had the whole nation standing at attention
2762,"As long as I'm in Polo smiling, they think they got me"
2763,But they would try to crack me if they ever see a black me
2764,I thought I chose a field where they couldn't sack me
2765,"If a nigga ain't shootin' a jump shot, running a track meet"
2766,"But this pimp is, at the top of Mount Olympus"
2767,"Ready for the World's game, this is my Olympics"
2768,We make 'em say ho 'cause the game is so pimpish
2769,Choke a South Park writer with a fishstick
2770,I insisted to get up offa this dick
2771,"And these drugs, niggas can't resist it"
2772,Remind me of when they tried to have Ali enlisted
2773,"If I ever wasn't the greatest nigga, I must have missed it!"
2774,"Ain't no question if I want it, I need it"
2775,I can feel it slowly drifting away from me
2776,"I'm on the edge, so why you playing? I'm saying"
2777,"I will never ever let you live this down, down, down"
2778,I need more drinks and less lights
2779,And that American Apparel girl in just tights
2780,She told the director she tryna get in a school
2781,"He said, ""Take them glasses off and get in the pool"""
2782,It’s been a while since I watched the tube
2783,"'Cause like a Crip set, I got way too many blues for any more bad news"
2784,I was looking at my resume feeling real fresh today
2785,"They rewrite history, I don't believe in yesterday"
2786,"And what's a black Beatle anyway, a fucking roach?"
2787,I guess that's why they got me sitting in fucking coach
2788,My guy said I need a different approach
2789,'Cause people is looking at me like I'm sniffing coke
2790,"It's not funny anymore, try different jokes"
2791,"Tell 'em hug and kiss my ass, X and O"
2792,"And kiss the ring while they at it, do my thing while I got it"
2793,Play strings for the dramatic ending of that wack shit
2794,Act like I ain't had a belt in two classes
2795,I ain't got it I'm coming after whoever who has it
2796,I'm coming after whoever; who has it?
2797,"You blowin' up, that’s good, fantastic"
2798,"That, y'all, it's like that, y'all"
2799,I don't really give a fuck about it at all
2800,'Cause the same people that tried to black ball me
2801,"Forgot about two things, my black balls"
2802,"Ain't no question if I want it, I need it"
2803,I can feel it slowly drifting away from me
2804,"I'm on the edge, so why you playing? I'm saying"
2805,"I will never ever let you live this down, down, down"
2806,Ayo
2807,"I done copped Timb's, lived in lenses, kid"
2808,"Armani suits, fresh fruits, Bally boots and Benzes"
2809,"Counting up, smoking, one cuff"
2810,"Live as a red Jag, a Louis bag, grabbing a blunt, fuck it"
2811,Steam about a hundred and one L's
2812,"Kites off to jails, buying sweats, running up in Stetson"
2813,Nigga hat game was special
2814,"It matched every black pair of Nikes, throwing dice for decimals"
2815,"The older head, bolder head, would train a soldier head"
2816,"Make sure he right in the field, not a soldier dead"
2817,"That meant code red, bent off the black skunk"
